userId,Father of the Bride Part II (1995),Waiting to Exhale (1995),Heat (1995),"American President, The (1995)",Grumpier Old Men (1995),Tom and Huck (1995),Balto (1995),Cutthroat Island (1995),Sabrina (1995),GoldenEye (1995),Dracula: Dead and Loving It (1995),Nixon (1995),Jumanji (1995),Toy Story (1995),Sudden Death (1995),Casino (1995)
659,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0
660,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
662,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0
663,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
664,0,0,4,0,0,0,0,0,0,0,0,0,0,3.5,0,0
665,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0
666,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0
667,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0
670,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
671,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
